"number","date_time","acc_x","acc_y","acc_z","datetime","v_x","v_y","v_z","v_total","v_x_smooth","v_y_smooth","v_z_smooth","v_total_smooth"
132,"11/23/24 02:45:00 AM",-8.829,-1.71675,-1.22625,2024-11-23 02:45:00,-1147218.1875,-239817.7125,155390.4,1182272.50723836,-1147097.79204545,-240229.063636364,155029.213636364,1182201.50200099
133,"11/23/24 03:00:00 AM",-9.81,-2.20725,0.4905,2024-11-23 03:00:00,-1155605.7375,-241583.5125,155059.3125,1190726.92270215,-1156017.08863636,-242546.676136364,154898.785227273,1191309.87010731
134,"11/23/24 03:15:00 AM",-9.81,-2.4525,-0.4905,2024-11-23 03:15:00,-1164434.7375,-243680.4,155059.3125,1199721.54504028,-1164856.12159091,-244753.926136364,154748.290909091,1200317.29061129
135,"11/23/24 03:30:00 AM",-10.3005,-3.67875,-0.981,2024-11-23 03:30:00,-1173484.4625,-246439.4625,154397.1375,1208981.66589672,-1173554.69318182,-246890.945454545,154437.269318182,1209156.47577882
136,"11/23/24 03:45:00 AM",-10.3005,-2.943,-2.20725,2024-11-23 03:45:00,-1182754.9125,-249419.25,152962.425,1218407.4231452,-1182213.13295455,-248967.767045454,153915.555681818,1217920.63263487
137,"11/23/24 04:00:00 AM",-9.07425,-4.4145,4.16925,2024-11-23 04:00:00,-1191473.55,-252730.125,153845.325,1227660.42554791,-1190911.70454545,-251175.017045455,153353.710227273,1226746.72602094
138,"11/23/24 04:15:00 AM",-9.81,0.24525,-1.71675,2024-11-23 04:15:00,-1199971.4625,-254606.2875,154948.95,1236432.38778149,-1199680.50681818,-253602.992045454,152831.996590909,1235693.48886218
139,"11/23/24 04:30:00 AM",-9.56475,-2.69775,0,2024-11-23 04:30:00,-1208690.1,-255709.9125,154176.4125,1245025.97698206,-1208509.50681818,-256211.560227273,152370.480681818,1244745.2358716
140,"11/23/24 04:45:00 AM",-8.09325,-1.22625,-5.15025,2024-11-23 04:45:00,-1216636.2,-257475.7125,151858.8,1252820.21089032,-1217258.24318182,-259070.952272727,152059.459090909,1253790.9354226
141,"11/23/24 05:00:00 AM",-11.03625,-2.20725,0,2024-11-23 05:00:00,-1225244.475,-259020.7875,149541.1875,1261220.97930302,-1225956.81477273,-261980.509090909,152109.623863636,1262843.53236258
142,"11/23/24 05:15:00 AM",-9.56475,-5.3955,0.24525,2024-11-23 05:15:00,-1234514.925,-262442.025,149651.55,1270943.94170288,-1234474.79318182,-264870,152209.953409091,1271725.50674848
143,"11/23/24 05:30:00 AM",-10.791,-3.67875,-0.24525,2024-11-23 05:30:00,-1243675.0125,-266525.4375,149651.55,1280686.89849192,-1242792.1125,-267869.853409091,151888.898863636,1280389.40069116
144,"11/23/24 05:45:00 AM",-9.3195,-4.65975,0.981,2024-11-23 05:45:00,-1252724.7375,-270277.7625,149982.6375,1290296.13980586,-1251099.39886364,-270949.970454545,151236.756818182,1289023.69647376
145,"11/23/24 06:00:00 AM",-8.3385,-6.13125,2.69775,2024-11-23 06:00:00,-1260670.8375,-275133.7125,151638.075,1299224.24010126,-1259316.38863636,-273959.856818182,150243.494318182,1297519.8305967
146,"11/23/24 06:15:00 AM",-10.54575,-1.22625,4.65975,2024-11-23 06:15:00,-1269168.75,-278444.5875,154948.95,1308560.23223645,-1267483.21363636,-276899.5125,149029.506818182,1305934.16827368
147,"11/23/24 06:30:00 AM",-5.64075,-4.905,-6.62175,2024-11-23 06:30:00,-1276452.675,-281203.65,154066.05,1316109.1413901,-1275629.97272727,-279989.6625,147745.288636364,1314359.60002728
148,"11/23/24 06:45:00 AM",-8.829,-5.15025,-1.71675,2024-11-23 06:45:00,-1282964.0625,-285728.5125,150313.725,1322963.2589174,-1283315.21590909,-283481.130681818,146320.609090909,1322414.15608176
149,"11/23/24 07:00:00 AM",-9.81,-0.981,-3.924,2024-11-23 07:00:00,-1291351.6125,-288487.575,147775.3875,1331409.6413901,-1290328.25113636,-287323.752272727,144554.809090909,1329867.32835925
150,"11/23/24 07:15:00 AM",-7.3575,0.24525,-6.13125,2024-11-23 07:15:00,-1299076.9875,-288818.6625,143250.525,1338483.45233445,-1296628.94659091,-290815.220454545,142789.009090909,1336554.51548024
151,"11/23/24 07:30:00 AM",-9.07425,-2.4525,-4.4145,2024-11-23 07:30:00,-1306471.275,-289811.925,138504.9375,1345377.92533704,-1302518.29090909,-293805.040909091,141053.307954545,1342735.36464779
152,"11/23/24 07:45:00 AM",-9.56475,-4.65975,-2.4525,2024-11-23 07:45:00,-1314858.825,-293012.4375,135414.7875,1353900.72859266,-1308076.54772727,-296634.334090909,139277.475,1348552.57781106
153,"11/23/24 08:00:00 AM",0.24525,-12.753,-0.73575,2024-11-23 08:00:00,-1319052.6,-300848.175,133980.075,1359544.05830212,-1313363.91477273,-299353.264772727,138203.948863636,1354157.16434636
154,"11/23/24 08:15:00 AM",-4.16925,-4.905,-7.60275,2024-11-23 08:15:00,-1320818.4,-308794.275,130227.75,1362671.79354436,-1318591.08409091,-301941.767045455,138023.355681818,1359775.19676842
155,"11/23/24 08:30:00 AM",1.4715,5.15025,8.3385,2024-11-23 08:30:00,-1322032.3875,-308683.9125,130558.8375,1363855.19813674,-1323497.19886364,-304801.159090909,138474.838636364,1365215.18073236
156,"11/23/24 08:45:00 AM",-9.07425,-3.67875,-3.924,2024-11-23 08:45:00,-1325453.625,-308021.7375,132545.3625,1367213.58094426,-1328363.18181818,-308081.935227273,139267.442045455,1370748.93289521
157,"11/23/24 09:00:00 AM",-1.71675,0.24525,10.3005,2024-11-23 09:00:00,-1330309.575,-309566.8125,135414.7875,1372549.57703238,-1333229.16477273,-311392.810227273,140039.979545455,1376285.66296714
158,"11/23/24 09:15:00 AM",-7.848,-3.67875,4.905,2024-11-23 09:15:00,-1334613.7125,-311111.8875,142257.2625,1377759.59327846,-1337964.71931818,-314593.322727273,140591.792045455,1381649.57795665
159,"11/23/24 09:30:00 AM",-5.15025,-3.18825,8.58375,2024-11-23 09:30:00,-1340462.925,-314202.0375,148327.2,1384761.61556007,-1343121.65795455,-317392.517045455,141073.373863636,1387329.51647967
160,"11/23/24 09:45:00 AM",-5.64075,-9.56475,1.22625,2024-11-23 09:45:00,-1345318.875,-319940.8875,152741.7,1391249.46499341,-1348920.70568182,-319649.931818182,141695.417045455,1393524.41657844
161,"11/23/24 10:00:00 AM",-10.54575,-1.4715,-2.943,2024-11-23 10:00:00,-1352602.8,-324907.2,151969.1625,1399354.72612581,-1355391.96136364,-321877.247727273,141936.207954545,1400326.90261823
162,"11/23/24 10:15:00 AM",-5.886,-1.4715,-8.09325,2024-11-23 10:15:00,-1359997.0875,-326231.55,147002.85,1406281.95612829,-1362274.56818182,-324265.090909091,141605.120454545,1407511.44358942
163,"11/23/24 10:30:00 AM",-9.56475,-2.943,-4.16925,2024-11-23 10:30:00,-1366949.925,-328218.075,141484.725,1412903.7934773,-1369448.13068182,-326753.263636364,140672.055681818,1414946.36852958
164,"11/23/24 10:45:00 AM",-10.05525,-4.65975,-0.73575,2024-11-23 10:45:00,-1375778.925,-331639.3125,139277.475,1422023.3820553,-1377023.01136364,-329331.732954545,138946.3875,1422714.67989109
165,"11/23/24 11:00:00 AM",-9.56475,0.24525,-4.16925,2024-11-23 11:00:00,-1384607.925,-333625.8375,137070.225,1430815.69463084,-1384838.68295455,-331940.301136364,136548.511363636,1430657.28399329
166,"11/23/24 11:15:00 AM",-9.56475,0.73575,-4.4145,2024-11-23 11:15:00,-1393216.2,-333184.3875,133207.5375,1438682.54457438,-1393005.50795455,-334348.210227273,133679.086363636,1438847.18103466
167,"11/23/24 11:30:00 AM",-8.09325,-3.18825,-5.15025,2024-11-23 11:30:00,-1401162.3,-334288.0125,128903.4,1446243.53162739,-1401342.89318182,-336595.592045455,130799.628409091,1447168.59950823
168,"11/23/24 11:45:00 AM",-9.81,-2.69775,-3.18825,2024-11-23 11:45:00,-1409218.7625,-336936.7125,125151.075,1454333.75137415,-1409820.73977273,-338983.435227273,128211.126136364,1455695.9778971
169,"11/23/24 12:00:00 PM",-9.56475,-2.943,-0.981,2024-11-23 12:00:00,-1417937.4,-339475.05,123274.9125,1463211.01825511,-1418469.14659091,-341391.344318182,126044.007954545,1464439.83776161
170,"11/23/24 12:15:00 PM",-9.3195,-4.65975,-1.962,2024-11-23 12:15:00,-1426435.3125,-342896.2875,121950.5625,1472130.26068427,-1427127.58636364,-343678.857954545,123967.186363636,1473178.3145036
171,"11/23/24 12:30:00 PM",-10.05525,-3.18825,0.24525,2024-11-23 12:30:00,-1435153.95,-346427.8875,121178.025,1481338.33244847,-1435786.02613636,-345976.404545455,121920.463636364,1481927.12886837
172,"11/23/24 12:45:00 PM",-10.3005,-3.924,-2.20725,2024-11-23 12:45:00,-1444314.0375,-349628.4,120295.125,1490890.32933508,-1444494.63068182,-348524.775,120154.663636364,1490812.08484157
173,"11/23/24 01:00:00 PM",-9.56475,-2.4525,-1.71675,2024-11-23 13:00:00,-1453253.4,-352497.825,118529.325,1500083.11840586,-1453363.7625,-351193.540909091,118790.181818182,1499917.98445648
174,"11/23/24 01:15:00 PM",-10.05525,-2.4525,-0.24525,2024-11-23 13:15:00,-1462082.4,-354705.075,117646.425,1509086.25198688,-1462383.38863636,-353822.175,117806.952272727,1509194.22877682
175,"11/23/24 01:30:00 PM",-9.81,-2.20725,-2.4525,2024-11-23 13:30:00,-1471021.7625,-356801.9625,116432.4375,1518146.62621719,-1471453.17954545,-356370.545454545,117054.480681818,1518520.06713586
176,"11/23/24 01:45:00 PM",-9.81,-2.4525,-1.71675,2024-11-23 13:45:00,-1479850.7625,-358898.85,114556.275,1527052.65264333,-1480553.06931818,-358738.322727273,116462.536363636,1527846.62537046
177,"11/23/24 02:00:00 PM",-10.54575,-2.69775,0,2024-11-23 14:00:00,-1489010.85,-361216.4625,113783.7375,1536417.0602796,-1489652.95909091,-360955.605681818,115980.954545455,1537147.34030394
178,"11/23/24 02:15:00 PM",-11.03625,-2.69775,0.24525,2024-11-23 14:15:00,-1498722.75,-363644.4375,113894.1,1546408.42739137,-1498722.75,-363032.427272727,115579.636363636,1546393.05845295
179,"11/23/24 02:30:00 PM",-10.54575,-2.20725,0.73575,2024-11-23 14:30:00,-1508434.65,-365851.6875,114335.55,1556372.43889791,-1507802.57386364,-365008.919318182,115218.45,1555629.61152195
180,"11/23/24 02:45:00 PM",-10.05525,-1.4715,0.73575,2024-11-23 14:45:00,-1517705.1,-367507.125,114997.725,1565795.24020446,-1516892.43068182,-366875.048863636,114787.032954545,1564846.25011208
181,"11/23/24 03:00:00 PM",-9.56475,-1.71675,0.24525,2024-11-23 15:00:00,-1526534.1,-368941.8375,115439.175,1574722.40126486,-1525942.15568182,-368670.947727273,114345.582954545,1574008.26797664
182,"11/23/24 03:15:00 PM",-9.81,-2.4525,0.73575,2024-11-23 15:15:00,-1535252.7375,-370818,115880.625,1583646.19671682,-1534931.68295455,-370506.978409091,113894.1,1583122.32818854
183,"11/23/24 03:30:00 PM",-9.81,-1.22625,-0.73575,2024-11-23 15:30:00,-1544081.7375,-372473.4375,115880.625,1592593.2289742,-1543881.07840909,-372363.075,113342.2875,1592196.47166088
184,"11/23/24 03:45:00 PM",-10.3005,-2.69775,-2.20725,2024-11-23 15:45:00,-1553131.4625,-374239.2375,114556.275,1601685.20216485,-1552780.30909091,-374169.006818182,112680.1125,1601203.47997872
185,"11/23/24 04:00:00 PM",-9.56475,0.4905,-1.4715,2024-11-23 16:00:00,-1562070.825,-375232.5,112900.8375,1610469.27647833,-1561599.27613636,-375924.773863636,111877.476136364,1610112.12546703
186,"11/23/24 04:15:00 PM",-9.3195,-3.4335,-1.4715,2024-11-23 16:15:00,-1570568.7375,-376556.85,111576.4875,1618928.82272727,-1570398.17727273,-377750.771590909,110974.510227273,1619011.38564271
187,"11/23/24 04:30:00 PM",-8.829,-2.20725,-2.943,2024-11-23 16:30:00,-1578735.5625,-379095.1875,109589.9625,1627307.31497422,-1579257.27613636,-379616.901136364,110011.346590909,1627974.89792209
188,"11/23/24 04:45:00 PM",-10.54575,-3.4335,-1.22625,2024-11-23 16:45:00,-1587454.2,-381633.525,107713.8,1636232.63847535,-1588176.57272727,-381462.964772727,108987.985227273,1636988.61052867
189,"11/23/24 05:00:00 PM",-9.81,-0.73575,-1.22625,2024-11-23 17:00:00,-1596614.2875,-383509.6875,106610.175,1645485.51888767,-1597095.86931818,-383329.094318182,107974.656818182,1646008.28874351
190,"11/23/24 05:15:00 PM",-9.81,-2.943,-1.22625,2024-11-23 17:15:00,-1605443.2875,-385165.125,105506.55,1654367.53926931,-1606015.16590909,-385225.322727273,107081.723863636,1655044.28950299
191,"11/23/24 05:30:00 PM",-10.3005,-2.4525,0.24525,2024-11-23 17:30:00,-1614493.0125,-387593.1,105065.1,1663687.10213698,-1614954.52840909,-387171.715909091,106289.120454545,1664119.65546379
192,"11/23/24 05:45:00 PM",-10.791,-1.71675,-0.73575,2024-11-23 17:45:00,-1623984.1875,-389469.2625,104844.375,1673321.03633806,-1623934.02272727,-389168.273863636,105576.780681818,1673252.07181199
193,"11/23/24 06:00:00 PM",-10.05525,-1.962,0.24525,2024-11-23 18:00:00,-1633365,-391124.7,104623.65,1682797.03538912,-1632993.78068182,-391154.798863636,105004.902272727,1682470.33140881
194,"11/23/24 06:15:00 PM",-9.56475,-2.20725,0,2024-11-23 18:15:00,-1642194,-393000.8625,104734.0125,1691809.68933745,-1642113.73636364,-393091.159090909,104553.419318182,1691744.10050646
195,"11/23/24 06:30:00 PM",-10.54575,-2.4525,0,2024-11-23 18:30:00,-1651243.725,-395097.75,104734.0125,1701081.21051915,-1651233.69204545,-395017.486363636,104242.397727273,1701024.84306767
196,"11/23/24 06:45:00 PM",-9.81,-0.981,-1.22625,2024-11-23 18:45:00,-1660403.8125,-396642.825,104182.2,1710298.30204715,-1659801.83522727,-397034.110227273,103891.244318182,1709789.32861448
197,"11/23/24 07:00:00 PM",-10.05525,-3.18825,0.24525,2024-11-23 19:00:00,-1669343.175,-398518.9875,103740.75,1719385.40255746,-1667798.1,-399151.063636364,103369.530681818,1718012.91938133
198,"11/23/24 07:15:00 PM",-10.05525,-2.20725,-1.22625,2024-11-23 19:15:00,-1678392.9,-400946.9625,103299.3,1728708.17053917,-1675694.03522727,-401418.511363636,102918.047727273,1726178.82907698
199,"11/23/24 07:30:00 PM",-10.791,-2.20725,0,2024-11-23 19:30:00,-1687773.7125,-402933.4875,102747.4875,1738244.0985496,-1683379.27840909,-403916.717045454,102316.070454545,1734186.57956725
200,"11/23/24 07:45:00 PM",-9.56475,-1.71675,0.981,2024-11-23 19:45:00,-1696933.8,-404699.2875,103188.9375,1747573.68706096,-1690914.02727273,-406565.417045454,101573.631818182,1742076.46889222
201,"11/23/24 08:00:00 PM",3.4335,-4.16925,-4.4145,2024-11-23 20:00:00,-1699692.8625,-407347.9875,101643.8625,1750776.8802842,-1698398.61136364,-409254.248863636,100941.555681818,1749933.56195595
202,"11/23/24 08:15:00 PM",-9.56475,-3.67875,-0.73575,2024-11-23 20:15:00,-1702451.925,-410879.5875,99326.25,1754146.60057232,-1705913.29431818,-411993.245454545,100409.809090909,1757837.57131338
203,"11/23/24 08:30:00 PM",-9.07425,-4.16925,1.962,2024-11-23 20:30:00,-1710839.475,-414411.1875,99878.0625,1763146.04299025,-1713427.97727273,-414712.176136364,100169.018181818,1765753.24711788
204,"11/23/24 08:45:00 PM",-6.62175,-5.15025,-6.13125,2024-11-23 20:45:00,-1717902.675,-418604.9625,98001.9,1770882.29078203,-1720802.19886364,-417531.436363636,100289.413636364,1773577.48787973
205,"11/23/24 09:00:00 PM",-9.3195,-2.69775,2.943,2024-11-23 21:00:00,-1725076.2375,-422136.5625,96567.1875,1778598.47191212,-1727895.49772727,-420792.146590909,100459.973863636,1781238.01512028
206,"11/23/24 09:15:00 PM",-9.56475,-2.943,-0.24525,2024-11-23 21:15:00,-1733574.15,-424674.9,97781.175,1787509.23422024,-1734788.1375,-424353.845454545,100500.105681818,1788769.05510524
207,"11/23/24 09:30:00 PM",-11.52675,-1.71675,1.4715,2024-11-23 21:30:00,-1743065.325,-426771.7875,98332.9875,1797242.4049788,-1742252.65568182,-427785.115909091,100760.9625,1796837.01727168
208,"11/23/24 09:45:00 PM",-8.3385,-1.962,4.65975,2024-11-23 21:45:00,-1752004.6875,-428427.225,101092.05,1806457.83640703,-1750329.18409091,-430965.5625,101262.610227273,1805453.16395234
209,"11/23/24 10:00:00 PM",-8.3385,-5.886,3.18825,2024-11-23 22:00:00,-1759509.3375,-431958.825,104623.65,1814774.81891952,-1757954.22954545,-434186.140909091,101473.302272727,1813626.38136147
210,"11/23/24 10:15:00 PM",-5.64075,-9.3195,-3.18825,2024-11-23 22:15:00,-1765800,-438801.3,104623.65,1822509.89819562,-1765208.05568182,-437386.653409091,101633.829545455,1821434.58212601
211,"11/23/24 10:30:00 PM",-9.81,-1.962,0.981,2024-11-23 22:30:00,-1772752.8375,-443877.975,103630.3875,1830415.12689548,-1772451.84886364,-440597.198863636,102155.543181818,1829256.4989016
212,"11/23/24 10:45:00 PM",-10.3005,-0.73575,0.981,2024-11-23 22:45:00,-1781802.5625,-445091.9625,104513.2875,1839524.46411504,-1779494.98295455,-443998.370454545,102958.179545455,1836947.28635115
213,"11/23/24 11:00:00 PM",-10.791,-0.981,-0.24525,2024-11-23 23:00:00,-1791293.7375,-445864.5,104844.375,1848924.21405965,-1786437.7875,-447279.146590909,103810.980681818,1844513.9756351
214,"11/23/24 11:15:00 PM",3.18825,-7.848,-5.64075,2024-11-23 23:15:00,-1794714.975,-449837.55,102195.675,1853051.43449068,-1792618.0875,-450279,104312.628409091,1851253.67054882
215,"11/23/24 11:30:00 PM",-9.81,-0.981,0.24525,2024-11-23 23:30:00,-1797694.7625,-453810.6,99767.7,1856772.49919197,-1797433.90568182,-452877.535227273,104824.309090909,1856576.5214567
216,"11/23/24 11:45:00 PM",-5.886,-7.11225,5.3955,2024-11-23 23:45:00,-1804757.9625,-457452.5625,102306.0375,1864639.55644353,-1801848.40568182,-454984.455681818,105707.209090909,1861415.51516196
217,"11/24/24 12:00:00 AM",-8.09325,-3.18825,4.16925,2024-11-24,-1811048.625,-462087.7875,106610.175,1872107.89616533,-1806363.23522727,-456970.980681818,106921.196590909,1866343.15639028
218,"11/24/24 12:15:00 AM",-10.54575,1.4715,-1.71675,2024-11-24 00:15:00,-1819436.175,-462860.325,107713.8,1880475.98710225,-1810486.77954546,-459218.3625,108636.831818182,1870988.77440336
219,"11/24/24 12:30:00 AM",9.3195,1.71675,-0.73575,2024-11-24 00:30:00,-1819987.9875,-461425.6125,106610.175,1880594.48045793,-1814339.43409091,-461495.843181818,110753.785227273,1875405.48150539
220,"11/24/24 12:45:00 AM",7.3575,0.24525,8.829,2024-11-24 00:45:00,-1812483.3375,-460542.7125,110252.1375,1873326.1789062,-1818733.86818182,-463422.170454545,113141.628409091,1880275.74087795
221,"11/24/24 01:00:00 AM",-11.52675,-3.4335,0.24525,2024-11-24 01:00:00,-1814359.5,-461977.425,114335.55,1875738.82895346,-1823720.24659091,-465177.9375,115750.196590909,1885688.89349458
222,"11/24/24 01:15:00 AM",-6.3765,-4.905,5.64075,2024-11-24 01:15:00,-1822415.9625,-465729.75,116984.25,1884619.18040699,-1828897.25113636,-466793.243181818,118258.435227273,1891247.70608424
223,"11/24/24 01:30:00 AM",-4.16925,-4.16925,8.58375,2024-11-24 01:30:00,-1827161.55,-469813.1625,123385.275,1890626.26225901,-1834174.58522727,-468268.0875,120716.509090909,1896870.02405567
224,"11/24/24 01:45:00 AM",-10.3005,1.71675,1.962,2024-11-24 01:45:00,-1833672.9375,-470916.7875,128130.8625,1897507.9921819,-1839401.75454546,-469843.261363636,123485.604545454,1902491.03572714
225,"11/24/24 02:00:00 AM",-10.54575,-1.962,-1.22625,2024-11-24 02:00:00,-1843053.75,-471027.15,128461.95,1906624.28758893,-1845461.65909091,-471428.468181818,126465.392045454,1908932.87048742
226,"11/24/24 02:15:00 AM",-10.54575,-2.69775,1.22625,2024-11-24 02:15:00,-1852544.925,-473124.0375,128461.95,1916317.17797482,-1852294.10113636,-473284.564772727,128883.334090909,1916153.28892425
227,"11/24/24 02:30:00 AM",-9.81,-1.962,1.962,2024-11-24 02:30:00,-1861705.0125,-475220.925,129896.6625,1925786.49492983,-1858835.5875,-475592.144318182,130930.056818182,1923182.31074904
228,"11/24/24 02:45:00 AM",-6.62175,-4.905,6.3765,2024-11-24 02:45:00,-1869099.3,-478311.075,133648.9875,1933953.39385103,-1865156.34886364,-478080.317045454,133137.306818182,1930057.28551807
229,"11/24/24 03:00:00 AM",-10.791,0.73575,3.67875,2024-11-24 03:00:00,-1876935.0375,-480187.2375,138173.85,1942307.11548839,-1871778.09886364,-480428.028409091,135043.568181818,1937171.48609718
230,"11/24/24 03:15:00 AM",-10.791,2.20725,-0.981,2024-11-24 03:15:00,-1886646.9375,-478862.8875,139387.8375,1951454.66282102,-1878630.60681818,-482926.234090909,136568.577272727,1944520.8179383
231,"11/24/24 03:30:00 AM",8.58375,-6.867,-4.65975,2024-11-24 03:30:00,-1887640.2,-480959.775,136849.5,1952750.78171136,-1884790.84090909,-486046.482954545,137933.059090909,1951346.9526319
232,"11/24/24 03:45:00 AM",-5.64075,-7.3575,4.65975,2024-11-24 03:45:00,-1886315.85,-487360.8,136849.5,1953058.06902614,-1890268.83409091,-489568.05,139257.409090909,1957614.87031225
233,"11/24/24 04:00:00 AM",-6.867,-5.3955,5.15025,2024-11-24 04:00:00,-1891944.3375,-493099.65,141264,1960243.90286628,-1895124.78409091,-493240.111363636,140842.615909091,1963341.67078005
234,"11/24/24 04:15:00 AM",-11.03625,-0.24525,1.71675,2024-11-24 04:15:00,-1900000.8,-495637.9875,144354.15,1968882.46862933,-1899459.02045455,-496761.678409091,142618.448863636,1968544.91345536
235,"11/24/24 04:30:00 AM",-9.07425,-5.886,-0.4905,2024-11-24 04:30:00,-1909050.525,-498397.05,144905.9625,1978350.64243413,-1903442.10340909,-500202.981818182,144594.940909091,1973407.87684556
236,"11/24/24 04:45:00 AM",5.15025,-9.56475,-2.69775,2024-11-24 04:45:00,-1910816.325,-505349.8875,143471.25,1981711.76921855,-1906963.67045455,-503764.680681818,146962.718181818,1977885.61196921
237,"11/24/24 05:00:00 AM",-9.56475,-4.905,1.71675,2024-11-24 05:00:00,-1912802.85,-511861.275,143029.8,1985264.27245865,-1911217.64318182,-507145.786363636,149671.615909091,1983049.08880191
