"Plot Title: t3_low_mllmeso"
"#","Date Time, GMT+01:00","X Accel, g (LGR S/N: 21820141, SEN S/N: 21820141)","Coupler Detached (LGR S/N: 21820141)","Host Connected (LGR S/N: 21820141)","Coupler Attached (LGR S/N: 21820141)","Stopped (LGR S/N: 21820141)","End Of File (LGR S/N: 21820141)"
454,30/06/25 13:14:31,-1.025,,,,,
455,30/06/25 13:14:32,-1.025,,,,,
456,30/06/25 13:14:33,-1.025,,,,,
457,30/06/25 13:14:34,-1.025,,,,,
458,30/06/25 13:14:35,-1.025,,,,,
459,30/06/25 13:14:36,-1.025,,,,,
460,30/06/25 13:14:37,-1.025,,,,,
461,30/06/25 13:14:38,-1.025,,,,,
462,30/06/25 13:14:39,-1.025,,,,,
463,30/06/25 13:14:40,-1.025,,,,,
464,30/06/25 13:14:41,-1.025,,,,,
465,30/06/25 13:14:42,-1.025,,,,,
466,30/06/25 13:14:43,-1.025,,,,,
467,30/06/25 13:14:44,-1.025,,,,,
468,30/06/25 13:14:45,-1.025,,,,,
469,30/06/25 13:14:46,-1.025,,,,,
470,30/06/25 13:14:47,-1.025,,,,,
471,30/06/25 13:14:48,-1.025,,,,,
472,30/06/25 13:14:49,-1.025,,,,,
473,30/06/25 13:14:50,-1.025,,,,,
474,30/06/25 13:14:51,-1.025,,,,,
475,30/06/25 13:14:52,-1.025,,,,,
476,30/06/25 13:14:53,-1.025,,,,,
477,30/06/25 13:14:54,-1.025,,,,,
478,30/06/25 13:14:55,-1.025,,,,,
479,30/06/25 13:14:56,-1.025,,,,,
480,30/06/25 13:14:57,-1.025,,,,,
481,30/06/25 13:14:58,-1.025,,,,,
482,30/06/25 13:14:59,-1.025,,,,,
483,30/06/25 13:15:00,-1.025,,,,,
484,30/06/25 13:15:01,-1.025,,,,,
485,30/06/25 13:15:02,-1.025,,,,,
486,30/06/25 13:15:03,-1.025,,,,,
487,30/06/25 13:15:04,-1.025,,,,,
488,30/06/25 13:15:05,-1.025,,,,,
489,30/06/25 13:15:06,-1.025,,,,,
490,30/06/25 13:15:07,-1.025,,,,,
491,30/06/25 13:15:08,-1.025,,,,,
492,30/06/25 13:15:09,-1.025,,,,,
493,30/06/25 13:15:10,-1.025,,,,,
494,30/06/25 13:15:11,-1.025,,,,,
495,30/06/25 13:15:12,-1.025,,,,,
496,30/06/25 13:15:13,-1.025,,,,,
497,30/06/25 13:15:14,-1.025,,,,,
498,30/06/25 13:15:15,-1.025,,,,,
499,30/06/25 13:15:16,-1.025,,,,,
500,30/06/25 13:15:17,-1.025,,,,,
501,30/06/25 13:15:18,-1.025,,,,,
502,30/06/25 13:15:19,-1.025,,,,,
503,30/06/25 13:15:20,-1.050,,,,,
504,30/06/25 13:15:21,-1.025,,,,,
505,30/06/25 13:15:22,-1.025,,,,,
506,30/06/25 13:15:23,-1.025,,,,,
507,30/06/25 13:15:24,-1.025,,,,,
508,30/06/25 13:15:25,-1.025,,,,,
509,30/06/25 13:15:26,-1.025,,,,,
510,30/06/25 13:15:27,-1.025,,,,,
511,30/06/25 13:15:28,-1.025,,,,,
512,30/06/25 13:15:29,-1.025,,,,,
513,30/06/25 13:15:30,-1.025,,,,,
514,30/06/25 13:15:31,-1.025,,,,,
515,30/06/25 13:15:32,-1.025,,,,,
516,30/06/25 13:15:33,-1.025,,,,,
517,30/06/25 13:15:34,-1.025,,,,,
518,30/06/25 13:15:35,-1.025,,,,,
519,30/06/25 13:15:36,-1.025,,,,,
520,30/06/25 13:15:37,-1.025,,,,,
521,30/06/25 13:15:38,-1.000,,,,,
522,30/06/25 13:15:39,-1.025,,,,,
523,30/06/25 13:15:40,-1.025,,,,,
524,30/06/25 13:15:41,-1.025,,,,,
525,30/06/25 13:15:42,-1.025,,,,,
526,30/06/25 13:15:43,-1.025,,,,,
527,30/06/25 13:15:44,-1.025,,,,,
528,30/06/25 13:15:45,-1.050,,,,,
529,30/06/25 13:15:46,-1.025,,,,,
530,30/06/25 13:15:47,-1.025,,,,,
531,30/06/25 13:15:48,-1.025,,,,,
532,30/06/25 13:15:49,-1.025,,,,,
533,30/06/25 13:15:50,-1.025,,,,,
534,30/06/25 13:15:51,-1.025,,,,,
535,30/06/25 13:15:52,-1.025,,,,,
